atclNo,atclNm,rletTpNm,tradTpNm,flrInfo,prc,rentPrc,hanPrc,spc1,spc2,direction,atclCfmYmd,lat,lng,atclFetrDesc,tagList,bildNm,town
2435242987,인왕산2차아이파크,아파트,매매,5/15,120000,0,12억,108,84.06,남향,24.07.17.,37.575619,126.959862,"독립문역세권,숲세권,공기좋고,조용,확장형,풀옵션,에5대,임차인승계.","['10년이내', '역세권', '방세개', '화장실두개']",202동,종로구 무악동
2435243314,경희궁롯데캐슬,아파트,매매,고/16,170000,0,17억,114,84.87,남서향,24.07.17.,37.573888,126.959085,"초역세권,선호하는 동,로얄층,공원,산 뷰 최상,풀옵션.","['10년이내', '역세권', '방세개', '화장실두개']",103동,종로구 무악동
2435243193,경희궁롯데캐슬,아파트,매매,중/16,230000,0,23억,141,104.44,남향,24.07.17.,37.57368,126.959532,"43급매, 초역세권, 남향, 로얄층, 풀옵션, 임차인 승계.","['10년이내', '역세권', '급매', '대형평수']",104동,종로구 무악동
2435243097,단독,단독/다가구,매매,1/-,95000,0,"9억 5,000",115,33.1,동향,24.07.17.,37.574231,126.960931,"종로구 무악동 도로변 위치 좋은 단독, 대지35,신축 추천.","['25년이상', '역세권', '방세개', '화장실두개']",,종로구 무악동
2434590482,무악현대,아파트,매매,6/14,100000,0,10억,84,60,남서향,24.07.13.,37.575399,126.958393,특올수리 되어 있고 앞동으로 생활이 편리합니다,"['25년이내', '올수리', '역세권', '방세개']",112동,종로구 무악동
2434590389,무악현대,아파트,매매,10/14,100000,0,10억,84,60,남서향,24.07.13.,37.575399,126.958393,올수리 되어 있고 앞동으로 생활환경좋습니다,"['25년이내', '올수리', '역세권', '방세개']",112동,종로구 무악동
2434590056,무악현대,아파트,매매,17/20,140000,0,14억,141,114.9,남서향,24.07.13.,37.574993,126.960334,전망좋고 교통이 좋습니다,"['25년이내', '역세권', '대형평수', '방네개이상']",109동,종로구 무악동
2434589948,경희궁롯데캐슬,아파트,매매,중/16,170000,0,17억,114,84.87,남서향,24.07.13.,37.573888,126.959085,교통좋고 전망좋습니다,"['10년이내', '역세권', '방세개', '화장실두개']",103동,종로구 무악동
2434589800,무악현대,아파트,매매,저/23,120000,0,12억,109,84.92,남서향,24.07.13.,37.574625,126.95949,교통이좋고 편의시설 이잘되어 있습니다,"['25년이내', '역세권', '방세개', '화장실두개']",111동,종로구 무악동
2438689100,인왕산현대아이파크,아파트,매매,1/15,130000,0,13억,109,84.85,남동향,24.08.07.,37.577842,126.955472,필로티라 3층높이 올수리된 집 앞이 정원같음 ,"['25년이내', '올수리', '마당', '역세권']",101동,종로구 무악동
2438691894,무악(주상복합),아파트,매매,3/4,75000,0,"7억 5,000",80,80.76,남서향,24.08.07.,37.576264,126.95632,지하철까지 도보로 1분내 초역세권 올수리된 집입니다.,"['25년이상', '올수리', '역세권', '필로티']",1동,종로구 무악동
2438687282,인왕산현대아이파크,아파트,매매,1/16,125000,0,"12억 5,000",111,84.85,남동향,24.08.07.,37.577269,126.95582,필로티1층 애들키우기좋음 채광좋음 ,"['25년이내', '역세권', '1층']",102동,종로구 무악동
2438721407,인왕산현대아이파크,아파트,매매,5/17,190000,0,19억,194,157.28,남향,24.08.07.,37.577204,126.956715,입구동. 입주협의. 깨끗합니다.,"['25년이내', '역세권', '대형평수', '방네개이상']",104동,종로구 무악동
2438684938,인왕산현대아이파크,아파트,매매,12/15,140000,0,14억,109,84.85,남동향,24.08.07.,37.577842,126.955472,울수리 확장 안산 인왕산 조망 베리굿,"['25년이내', '역세권', '방세개', '화장실두개']",101동,종로구 무악동
2438173752,인왕산현대아이파크,아파트,전세,3/17,125000,0,"12억 5,000",194,157.28,남서향,24.08.05.,37.577204,126.956715,"58.빠른입주 , 집주인거주로 관리 잘 됨. 확트인 안산뷰.독립문역 3분","['25년이내', '융자금없는', '역세권', '대형평수']",104동,종로구 무악동
2437443476,인왕산현대아이파크,아파트,매매,8/17,135000,0,"13억 5,000",111,84.85,남서향,24.07.30.,37.576828,126.956958,"입구동, 남동향. 주인거주중. 입주협의","['25년이내', '역세권', '방세개']",115동,종로구 무악동
2436672409,일반상가,상가,매매,1/4,40000,0,4억,30,30.98,남서향,24.07.25.,37.575866,126.95679,복합상가 4층 건물 중 1층 매매,"['25년이상', '역세권', '1층', '관리비10만원이하']",,종로구 무악동
2435940941,복합상가,상가,매매,2/4,57000,0,"5억 7,000",67,67.67,남서향,24.07.22.,37.575866,126.95679,무권리.재건축 추진중.대로변 초역세권 ,"['25년이상', '역세권', '중층', '주차가능']",,종로구 무악동
2434482054,인왕산현대아이파크,아파트,매매,11/16,140000,0,14억,111,84.85,남동향,24.07.13.,37.577269,126.95582,남산 조망이 보이는 확장형,"['25년이내', '역세권', '방세개', '화장실두개']",102동,종로구 무악동
2435274137,인왕산현대아이파크,아파트,전세,저/17,130000,0,13억,194,157.28,남향,24.07.18.,37.577204,126.956715,"안산,독립문공원,인왕산이매우아름다운 아파트입니다.","['25년이내', '역세권', '대형평수', '방세개']",104동,종로구 무악동
2435347053,인왕산현대아이파크,아파트,매매,저/17,180000,0,18억,194,157.28,남서향,24.07.18.,37.577204,126.956715,아이들키우기좋은 피로티구조로써  입주가능합니다,"['25년이내', '역세권', '대형평수', '방네개이상']",104동,종로구 무악동
2436263002,복합상가,상가,월세,1/4,2000,150,"2,000",40,40.13,남동향,24.07.23.,37.575866,126.95679,"안산,독립문공원,인왕산.독립기념관등이 있고 앞 마당이 있능 물건입니다.","['25년이상', '융자금없는', '마당', '역세권']",,종로구 무악동
2434580285,일반상가,상가,월세,3/3,2000,120,"2,000",99,99.07,남서향,24.07.13.,37.576492,126.956052,즉시 입주가능한 넓은 면적,"['25년이상', '융자금없는', '역세권', '고층']",,종로구 무악동
2434033260,복합상가,상가,매매,2/4,36500,0,"3억 6,500",36,36.53,남서향,24.07.11.,37.575866,126.95679,재건축 추진중.대로변 초역세권 무권리,"['25년이상', '역세권', '중층', '주차가능']",,종로구 무악동
2438999618,인왕산현대아이파크,아파트,매매,고/15,140000,0,14억,109,84.85,남동향,24.08.08.,37.577842,126.955472,특올수리 주인거주 입주가능 안산인왕산전망최고 ,"['25년이내', '올수리', '역세권', '방세개']",101동,종로구 무악동
2436723405,일반사무실,사무실,매매,1/4,33000,0,"3억 3,000",36,36.53,서향,24.07.25.,37.575866,126.95679,,"['25년이상', '역세권', '1층', '관리비10만원이하']",,종로구 무악동
